,name,frequency
12569,盗马,2
25663,愿随,2
1672,于帝,2
45369,侍岑,2
32490,多造,2
11121,胡车儿,2
29187,军自乱,2
29546,何待,2
1687,四百余年,2
29184,城守,2
11114,刻期,2
29771,保汝为,2
12580,满门,2
12581,有能,2
11113,四寨,2
11111,移屯,2
11110,操许,2
29549,投拜,2
32909,伸臂,2
1694,陈耽,2
11086,今宵,2
40555,彼以,2
32528,暂免,2
40537,陇道,2
1778,立为,2
11057,引兵入,2
11055,言听计从,2
12638,挂念,2
45332,泰始,2
1789,乃灵帝,2
1790,之母,2
12639,留恋,2
344,专好,2
1791,解渎,2
29158,令后,2
12637,就戮,2
12643,众皆下,2
41356,栈阁,2
40536,阻绝,2
25690,之东,2
25003,以私废公,2
29150,庞统军,2
32467,先送,2
1811,帝然,2
29149,后见,2
1817,进大惊,2
351,目能,2
40539,孙礼领,2
12612,布叫,2
12623,不似,2
41339,懿用,2
29171,天狗,2
40553,将议,2
1749,势败,2
32918,公笑,2
45347,吴之策,2
40551,前营,2
12618,徐晃解,2
29554,梁宽,2
12621,不正,2
40547,只攻,2
352,顾其耳,2
12625,奸险,2
1760,别部,2
45755,岑昏,2
11073,张济之,2
11070,昨晚,2
45339,宣帝,2
41346,其生,2
1768,封太尉,2
356,王刘胜,2
354,涂脂,2
32903,周泰者,2
11129,可畏,2
11130,吃酒,2
11198,下乡,2
11222,点将,2
11221,穷力,2
25623,此失,2
32518,王旨,2
11213,今贼,2
25626,诱到,2
11211,分辩,2
11209,或告,2
32515,王即,2
12516,高原,2
32513,之封,2
1567,纳闷,2
11193,马眼,2
25632,报云长,2
1580,玄德终,2
25633,战黄忠,2
25634,焦躁,2
12521,妻妾,2
11188,急骤,2
29533,世仇,2
29217,关平入,2
40603,秦朗引,2
1568,喧闹,2
25622,上阵,2
29190,刘瓒,2
11240,治兵,2
12502,荀攸急止,2
1539,把门人,2
12503,军以,2
41264,魏延断,2
25067,一气,2
11250,还兵,2
29227,云长公,2
11242,祭典,2
12505,军无战心,2
11241,不严,2
41273,暗引,2
409,游学,2
1550,民贼,2
41276,二角,2
1554,县前,2
25065,仰义名,2
1557,攀下,2
1561,着力,2
11228,先下,2
11227,不告,2
1564,打折,2
1565,十数枝,2
12527,自照,2
25638,带住,2
29535,唇亡,2
32902,毒箭,2
29199,任引军,2
40588,权笑,2
32496,五虎将,2
29198,招魂,2
30004,不重,2
12558,视吾等,2
32900,因闻,2
29195,再入,2
1636,区星,2
1638,渔阳,2
11997,混淆,2
32509,之亡,2
1644,雪片,2
1647,不奏,2
11145,马嘶,2
25660,轻贤,2
11140,请典,2
1654,刘陶,2
11134,先盗,2
11132,某便,2
1661,阉宦,2
1667,侍卖官,2
381,本县,2
12547,故犯,2
11154,睡梦中,2
386,桑树,2
1593,鸾凤,2
45395,苛扰,2
29536,齿寒,2
32891,安汉室,2
29212,谨防,2
29538,败入,2
12531,欲献,2
41304,遗令,2
32503,为伍,2
29206,共说,2
32502,终不,2
32893,见公,2
1612,捕捉,2
11165,片甲,2
41309,南郑侯,2
12539,得失,2
11158,腰刀,2
1614,代州,2
391,相者,2
12542,特先,2
1619,不题,2
40701,人行,2
29939,方服,2
41364,延烧,2
11841,清水,2
694,备愿,2
32785,泛涨,2
691,将陷,2
29468,便降,2
25225,再作区,2
11844,去年,2
11843,众惊,2
681,挥军,2
40813,驱赶,2
32708,去战,2
680,倒戈,2
11852,那匹,2
11837,贾诩引,2
29409,杀去,2
679,众贼,2
954,之囚,2
11831,至安众,2
40962,盛于,2
25346,湘江,2
11824,方收,2
40811,王平令,2
25347,可先取,2
12103,云长知,2
909,犯禁,2
11817,砍开,2
32718,平大怒,2
11873,各整,2
886,何见,2
25233,正觑,2
727,复杀,2
12082,西取,2
11872,外下,2
887,将亡,2
29465,望风而降,2
896,治世,2
724,军齐出,2
25328,马氏,2
697,众见,2
12085,名雍,2
718,军便,2
25330,幼常,2
32783,险隘,2
40821,司马懿闻,2
11858,操答,2
710,伏山,2
907,十余条,2
12100,非俗,2
32714,魏王旨,2
32705,美髯,2
12118,简雍至,2
627,刘焉令,2
40989,必使,2
12139,左目,2
985,震怒,2
12140,急用,2
40982,食少事烦,2
11780,决胜,2
25212,复发,2
32696,智勇双全,2
12143,乃大呼,2
1002,行无,2
12145,纳于,2
29396,严颜引,2
32795,战筏,2
11772,贾诩见,2
25209,药敷,2
12149,齐上,2
29874,之象,2
11763,相杂,2
1011,盖地,2
32690,德令,2
12154,来攻,2
12155,张三寨,2
29877,须待,2
32699,德奋然,2
40977,之烦,2
676,初出,2
40806,岑威引,2
969,左丰,2
970,体探,2
12123,今可乘,2
971,索取,2
11811,中吾计,2
25219,程德谋,2
12125,未附,2
11809,操可,2
11808,进城,2
45593,左传,2
11807,上爬,2
40803,必疑,2
11804,假扮,2
25354,子刘贤,2
29868,国人,2
674,一试,2
40975,寝食,2
11797,夜黑,2
978,奉承,2
40976,及事,2
25218,常来寨,2
11794,诈为,2
40935,烧断,2
40827,三回,2
12078,尹礼,2
40846,哨军,2
843,阿瞒,2
847,权谋,2
12025,遂议,2
12027,发书,2
25289,申意,2
40891,小不忍则乱大谋,2
11958,虽强,2
40848,以兵断,2
25249,十数个,2
754,备昔,2
12034,宴会,2
842,小字,2
851,游荡,2
852,无度,2
751,首张,2
11950,他议,2
12039,宜善防,2
11947,白操,2
40900,明灯,2
29844,而见,2
12040,宫出,2
12042,吾辈,2
12022,我方,2
32770,已合,2
12076,寇孙观,2
827,官拜,2
11999,严明,2
45640,王司马,2
32761,举发,2
32760,十余日,2
813,张宝引,2
819,尽打,2
11987,至诚,2
25260,北边,2
25269,几郡,2
29448,不齐,2
790,依草,2
12018,其远出,2
29451,闻吾之,2
40856,拜上,2
782,剿捕,2
833,操父,2
779,更助,2
835,本姓,2
25277,定要,2
836,夏侯氏,2
29835,必成,2
773,今围,2
12043,必受,2
40902,望七星,2
40903,旗处,2
11897,必克,2
29428,刘循,2
12074,专待,2
11918,故能,2
874,但言,2
25308,面色,2
11912,既破,2
11909,急于,2
40922,孔明今,2
32728,痴呆,2
32727,倍长,2
29850,敬重,2
40841,田豫,2
877,恣意,2
11895,以败,2
11894,而公,2
40927,必尽来,2
29851,超自,2
29425,能用,2
25322,上厅,2
884,君乎,2
11879,操得书,2
737,遂解,2
32780,水具,2
25307,病入膏肓,2
12072,谨严,2
741,二虎,2
32736,惯熟,2
29436,绕河,2
863,操故,2
12052,引从,2
745,自应,2
11938,荀问,2
11937,操回府,2
11933,李通,2
29432,先捉,2
29431,胆略,2
11930,封之为,2
25301,今公子,2
32777,官问,2
40909,兵来战,2
25239,抵住,2
25303,病躯,2
25238,冲来,2
40914,得灭,2
25306,青春年少,2
25237,喷血,2
12068,但备,2
11749,急发,2
12161,白门楼,2
32838,差遣,2
546,背义忘恩,2
28934,六十里,2
1223,率军,2
32649,德大惊,2
29918,杨洪,2
29495,所属,2
40729,后杠,2
12269,飞骑,2
32647,此语,2
40728,后脚,2
40727,前同,2
1230,尽率,2
40732,八寸,2
29496,德阳,2
29325,卖个,2
1240,急弃,2
41070,无声,2
1248,断粮,2
40724,孔长,2
32644,启知,2
40721,前杠,2
1252,盖为,2
45508,其疏,2
32651,见用,2
29916,吕义,2
40718,前脚,2
40736,六寸,2
41049,幽隐,2
1185,送往,2
25166,差军,2
12252,可救,2
1188,俱降,2
12253,为计,2
25164,若败,2
25163,以断,2
553,设酒,2
552,宰牛,2
32656,庞德闻,2
11621,盗窃,2
25427,飞叉,2
1206,献首,2
40735,七寸,2
11630,填壕,2
551,为弟,2
32655,众口,2
1207,遂平,2
41058,中祈,2
550,次之,2
1214,孙仲,2
12285,问此,2
11603,一物,2
25205,凌统引,2
1312,阔面,2
11567,扰民,2
40708,人不大劳,2
29932,田宅,2
12306,料难,2
1300,孙仲引,2
1301,众到,2
32834,高阜,2
29933,分赐,2
41095,日则,2
41097,失位,2
1314,吴郡富,2
41089,民命,2
12308,走得,2
32622,北魏,2
1315,春人,2
32836,请命,2
11542,两县,2
11537,玄德早,2
25472,微醉,2
1321,钱塘,2
29937,皆空,2
29298,砍柴,2
29931,赈济,2
1294,二面,2
32641,庞柔亦,2
1271,得利,2
25445,云入,2
11599,欺众,2
25155,凌公绩,2
29321,锣声,2
25446,敌我,2
11597,依命,2
40714,二分,2
29923,镇远,2
12293,驱马,2
29318,丈八矛,2
32833,深渊,2
11572,渡淮,2
32637,今其,2
12298,引军守,2
1281,乞降,2
11582,荒旱,2
32633,去解,2
32632,七枝,2
11576,库藏,2
29930,开仓,2
32631,董超,2
11574,其锐,2
11648,依托,2
12244,今布,2
29909,定拟,2
40772,驱回,2
29379,不围,2
40777,法则,2
25388,事实,2
593,一千斤,2
11718,践麦,2
32677,亲友,2
12189,后计,2
29376,第四日,2
1067,自投,2
12190,玄德依,2
32674,一木,2
1059,张飞性,2
11711,眼生,2
591,五百两,2
29371,胜如,2
29370,舟车,2
1080,曲阳,2
12195,猎户,2
1082,八九万,2
41022,耻辱,2
1089,玄德使,2
11709,田中,2
12179,引玄德,2
40778,岑威,2
25168,绰刀,2
12168,把门,2
1030,白身,2
29478,夜夜,2
1031,甚轻,2
614,共聚,2
29387,教后,2
29882,逾城,2
611,各置,2
11740,诗论,2
40784,几匹,2
29382,却引军,2
607,八十二斤,2
595,器用,2
1052,鞭督邮,2
600,打造,2
25198,如神,2
41006,主者,2
12174,常念,2
25384,巧说,2
45681,前哨,2
1053,何国舅,2
32681,回之理,2
1057,骄傲,2
11708,传送,2
32811,堤上,2
32673,人造,2
1158,发箭,2
11675,处斩,2
11674,解入,2
1147,顿息,2
40750,四分,2
12228,令先,2
11673,二百余口,2
12233,路近,2
29901,太弱,2
574,二客,2
25408,办事,2
11671,伍习,2
40764,出者,2
25411,敢取,2
572,出庄,2
1162,逃脱,2
11661,玄德仍,2
11660,征张,2
1175,嵩到,2
12238,陈登往,2
29907,尽赴,2
32823,求生,2
12241,登临,2
11681,亲排,2
11685,操留,2
11687,麦已,2
32817,为例,2
12206,取马,2
25184,左右翼,2
25399,过马,2
11705,望尘,2
1091,马挺矛,2
29891,文籍,2
25183,束缚,2
25401,实非,2
29811,先唤,2
11697,凡过,2
32813,见势,2
29363,严颜为,2
32814,已危,2
1113,狗血,2
41030,此表,2
12220,百两,2
1119,其法,2
1125,秽物,2
1131,作法,2
29351,庙貌,2
41031,睿然,2
41362,拆取,2
29837,公之尊,2
337,那人,2
41550,勘问,2
2074,来京,2
41553,为民,2
75,温德殿,2
25856,特具,2
12991,画像,2
10325,休杀,2
32994,未暇,2
30163,闻君侯,2
10679,倒悬之急,2
41557,大兴土木,2
32995,东顾,2
32996,守兵,2
24901,大笑不止,2
10671,伏自,2
40419,处必,2
10669,那厮,2
10329,招得,2
10320,陈横,2
10692,夜设,2
59,窦武,2
24815,船如箭发,2
25842,孔明劝,2
25843,分定,2
2273,妄以,2
2059,新弃,2
10705,布笑,2
32363,未效,2
13003,灭楚,2
10311,冷箭,2
41723,游北园,2
29722,某亦愿,2
25848,非云长,2
30106,之风,2
32360,主后,2
12811,由朕主,2
2068,迎问,2
10316,策令,2
10693,火鼓,2
29613,撇下,2
2082,俗云,2
10333,二十五里,2
10334,伏一军,2
33046,今卿,2
10641,就擒,2
10342,绊马索,2
40405,司马懿知,2
41716,宫官,2
10639,某献,2
10638,图取,2
41575,董寻,2
10633,殊为,2
41576,切谏,2
25872,贪心不足,2
10629,尽得,2
24889,这枝,2
10628,起事,2
24888,护身,2
25874,汉土,2
40317,簪冠鹤,2
10339,短衣,2
32999,利于,2
25869,小吏,2
10336,不谙,2
24898,乌林之,2
12833,使成,2
10664,灵为,2
32349,冰消,2
10659,先擒,2
10658,以结,2
24896,望彝陵,2
10337,城头,2
147,夏恽,2
12838,郎赵彦,2
40410,祁山兵,2
10655,金帛粮,2
12840,专横,2
10338,甚高,2
10653,前次,2
29046,谦逊,2
25840,皇族,2
32366,辜负,2
81,青蛇,2
32976,刘失,2
29606,以励,2
30094,鲁肃相,2
171,采药,2
170,因入,2
24924,风头,2
25812,吴兵折,2
10267,速往,2
32383,子弟,2
12793,生颍川,2
10774,落日,2
24807,江心,2
10429,随遣,2
10276,独力,2
10772,神射,2
10768,搭上,2
28961,金鼓旗,2
49,二帝,2
48,始于,2
10265,周瑜入,2
153,呼为,2
24935,行时,2
10250,周瑜领,2
32971,司马懿谏,2
29731,初到,2
186,宣化,2
41749,孙恭之,2
178,一洞,2
10252,时近,2
24937,稍平,2
32975,今孙,2
40,一统天下,2
2286,出路,2
41494,遗像,2
10785,弓于,2
13019,细观,2
30089,陆口寨,2
32389,篡盗,2
26021,囊中,2
10281,薛札,2
10285,牛渚,2
2017,驿庭,2
29689,山峪,2
10742,玄德无,2
32243,吴质,2
41733,公孙渊兵,2
41521,增白,2
41522,帝之守,2
26014,孔明竟,2
10736,从天,2
25829,壮志,2
10733,解斗,2
32371,群僚,2
25832,伤悼,2
30100,平谏,2
24914,诸军皆,2
33053,用以,2
26013,不展,2
41730,元绍汉,2
40432,乃骤,2
29064,从何而来,2
41518,金陵,2
13010,开基创业,2
2034,今公,2
160,蜂起,2
32381,龙兴,2
10287,今到,2
158,心思,2
10290,被策,2
29066,谒见,2
45234,宣王,2
10756,如射,2
32242,乃用,2
13011,实赖,2
12801,范令,2
10754,一百五十步,2
25822,死乎,2
2275,丧葬,2
2041,且容,2
25824,矢志,2
2268,余人,2
2095,发耳,2
10244,放手,2
10486,忽一人出,2
40372,断吾粮,2
2159,显官,2
2163,不臣之心,2
33033,辞职,2
45172,中书,2
12906,世所罕及,2
24861,兵应,2
12911,宴于,2
40348,公引,2
25939,反掌,2
10468,应手,2
32277,龙蛇,2
2221,先下手,2
12944,举一人,2
25940,丧妻,2
2184,窃闻,2
2186,侮慢,2
40346,郭淮入,2
29710,攻关,2
33016,探问,2
2156,幸免,2
29627,宗弟七,2
28985,犯罪,2
28986,令蜀兵,2
40379,换班,2
123,非止,2
10392,从军,2
10499,仁义之兵,2
2149,乡侯,2
10497,山阴,2
29012,当遣,2
40344,走失,2
10496,郡吏,2
25930,探细,2
29011,肯去,2
10493,余姚人,2
10492,乃会稽,2
25932,扬起,2
12912,宴毕,2
40368,我战,2
25945,遍满,2
25948,为媒,2
10443,护梁,2
10414,闻策,2
32292,魏延射,2
12925,轻言,2
12932,擅作威福,2
10415,严舆,2
30141,约于,2
10434,城里,2
10433,砍杀,2
29702,言孟达,2
10432,射倒,2
25966,孔明闲,2
2206,面善,2
33028,之备,2
2211,祸患,2
24850,湿衣,2
25962,招赘,2
2213,生乱,2
12933,每见,2
12922,倘事,2
12942,难乎,2
29003,汝肯,2
32296,仿佛,2
12914,投鼠忌器,2
10406,宣城,2
10448,未绝,2
30146,先割,2
29640,之爵,2
12938,异谋,2
29001,毋得,2
28992,偿命,2
29705,龙引兵,2
24856,堕江,2
2191,胜于,2
10412,嘉兴,2
24854,水性,2
40354,郭淮亦,2
10391,旧军,2
24869,此破,2
26003,岂以,2
12865,武于,2
84,椅上,2
30156,矜念,2
12872,弯弓,2
2251,可入,2
29033,江人,2
24827,船时,2
29032,南郡枝,2
29031,某保,2
12873,插箭,2
2111,鼓掌,2
2115,多议,2
12974,指尖,2
29620,杀起,2
12973,咬破,2
10572,窃发,2
40330,孔明善,2
29028,庞统谓,2
12866,扰攘,2
25885,半筹,2
29626,免于,2
24824,忽张,2
2267,特宣,2
146,程旷,2
45136,心疼,2
29040,齐整,2
40320,习习,2
145,侯览,2
12857,俱备,2
32464,求婚,2
32256,才干,2
29038,统出,2
10604,当引,2
32258,门吏阻,2
10599,乃沛,2
10597,言及,2
12862,秋冬,2
12863,出郊,2
2104,各怀,2
10570,朱治为,2
25903,暂借,2
40395,凉兵,2
29027,若葭萌,2
29642,超为,2
10385,及策,2
29711,独拒,2
33034,陆口之,2
33013,吴侯命,2
10520,坚闭,2
24839,义释,2
10517,军刺,2
2139,事必,2
2140,宣露,2
40342,运赴,2
2144,私意,2
25978,骨肉未寒,2
33014,贵恙,2
127,灾异,2
10511,鏖战,2
25922,实是,2
41624,服之,2
2244,祸事,2
32317,尊号,2
10544,出城来,2
40394,锐兵,2
25908,急未,2
25909,西川刘,2
24833,肩窝,2
24880,指道,2
2246,已露,2
10550,不杂,2
132,所致,2
41691,危亡,2
2132,当除,2
25913,作保,2
25914,烦子敬,2
10376,日影,2
25984,吴侯有,2
10527,孙静,2
40337,怪哉,2
10792,半响,2
12794,刘达,2
1997,国门,2
12729,操厚赏,2
41411,若魏延,2
2333,跳出,2
10942,知大惊,2
10941,往小沛来,2
25731,立待,2
248,马元义,2
10938,强寇,2
10928,解韩胤,2
30061,执剑,2
12712,打围,2
29574,叙母,2
29114,多行,2
13074,小龙,2
29113,弓马,2
40495,全师,2
10920,无为,2
29677,避于,2
12706,乞哀,2
10946,收买,2
12702,臂膊,2
29571,一州,2
12694,记得,2
265,告变,2
45104,建曰,2
1887,谓何,2
25722,闲居,2
262,唐周,2
1888,中官,2
40264,方开,2
12701,攀住,2
41787,辽兵,2
13083,几而寝,2
2336,提剑出,2
1893,始初,2
24782,汹涌,2
10950,你好,2
2335,内庭,2
10165,刘繇寨,2
12716,留用,2
13,转头,2
30065,西川见,2
1923,斩草除根,2
32949,如故,2
25750,新军,2
25752,望合,2
10183,出庙,2
10184,过岭,2
1925,丧身,2
30066,已自,2
30064,关平告,2
10886,另居,2
25756,军阵,2
13055,承惊,2
29106,却取,2
10187,南望,2
29105,山南,2
41443,维急令,2
10897,鼓乐,2
29110,北大,2
40272,十万出,2
40275,正合我意,2
40274,相转,2
28946,趋步,2
12718,文远忠义,2
32434,其兵,2
25740,愿明公,2
29111,路而进,2
32432,亲劳,2
10910,取小沛,2
10909,攻玄德,2
10178,之基,2
29669,奉还,2
29668,愿领,2
10179,重修,2
33073,书视,2
243,家家,2
28948,必有一伤,2
32944,食肉,2
10961,吕布分,2
10151,岭南,2
315,竟陵,2
29137,自乘,2
324,明公宜,2
25702,黄忠甚,2
1851,宣进,2
26065,来换,2
317,汉鲁恭,2
11018,程昱谏,2
25703,魏延来,2
2351,权摄,2
41378,天丧,2
25705,魏延乃,2
1852,速入,2
41381,魏延表,2
29132,劣马,2
311,界分,2
30185,字彦材,2
32206,只取,2
41372,坐而待旦,2
41383,谨此,2
1818,急归,2
32463,许字,2
32926,割开,2
41797,遵为,2
12649,辅主,2
11032,所中,2
32928,骨上,2
11031,流矢,2
327,应敌,2
13089,素绢,2
1825,滋蔓,2
30040,吴侯执,2
41368,故烧,2
12652,可哀,2
1834,进视,2
29140,虽万死,2
32930,以线,2
30048,云长令,2
12660,阶下囚,2
29569,主亡,2
10967,两相,2
12679,空余,2
10972,所恨者,2
10142,用为,2
29761,暗掣,2
10144,收得,2
12680,漫有,2
32451,宠入,2
10145,并降,2
284,人出,2
1883,郭胜,2
10966,玄德随,2
10965,寺院,2
32940,痛者,2
278,地公,2
40508,臣托,2
29757,马超亦,2
10140,故特引,2
291,四五十万,2
10139,为生,2
10995,玄德备,2
25706,食其禄,2
11003,招俊杰,2
1859,关入,2
12670,不记,2
45301,炎大怒,2
11000,郭嘉入,2
1873,郑泰,2
24779,第三只,2
10985,令高,2
12673,拥张,2
25711,延脑,2
41390,谨表,2
29762,铜锤,2
10988,孙乾来,2
25712,反骨,2
24990,束手受缚,2
1936,臣僚,2
24851,扯旗,2
29592,王氏,2
10814,于布,2
2309,吴匡,2
2311,袁术引,2
24796,来船,2
1959,非其,2
29590,赵月,2
214,徒弟,2
10846,竟往,2
1982,两宫,2
33,并入,2
41458,先机,2
220,徒众,2
29084,太乙数,2
10851,意在,2
13042,脱袍,2
1986,进出,2
12751,左近,2
10820,令爱,2
13045,细细,2
29741,非凡,2
10205,策笑,2
10204,岭下,2
12740,功大,2
10857,送女,2
40482,近有,2
29,分久必合,2
28951,如先,2
10860,宫遂,2
10841,亲事,2
32412,以崇,2
26043,老身,2
41763,贾范,2
1969,之幸,2
10220,这厮,2
1971,设心,2
41468,遗教,2
13033,中必,2
30,合久必分,2
40290,公肯,2
10217,不算,2
10221,夺去,2
12762,世谱,2
29090,相阻,2
24952,个个,2
24950,扶策,2
209,符水,2
12760,刘弘之,2
41465,男女老幼,2
41766,今国,2
1965,深居,2
10225,方好,2
1980,屠沽,2
10213,半点儿,2
28955,关平引,2
13038,急解,2
32228,上床,2
32966,如旧,2
207,流行,2
13026,操来,2
32222,明书,2
32399,国厚恩,2
10865,尚容徐,2
10807,与备,2
25793,安息,2
10868,成婚,2
30086,不谐,2
2295,难免,2
13023,辞帝,2
10240,遮架,2
1948,董重,2
1943,军权,2
32423,奖励,2
29102,山北,2
29103,有条,2
32424,六师,2
10191,小军飞,2
30067,出巡,2
25796,防备,2
2293,进作,2
10242,策正,2
24943,有云,2
22,浊酒,2
2292,无谋何,2
32953,须分,2
32395,权宜,2
10866,古者,2
25780,养马后,2
10808,首尾相连,2
10862,许嫁,2
41774,涌出,2
10195,竟自,2
10194,不捉,2
32420,惊怖,2
29661,阎圃谏,2
30955,龙肝,1
35465,移居,1
30717,张辽使,1
30958,汝先藏于,1
29813,肉酱,1
29826,齐之无盐,1
30711,统愿,1
29812,令汝砍,1
34682,北拜,1
30694,地来,1
34855,通晓,1
34696,若欲北,1
30737,船覆,1
30734,受君命,1
30942,异物,1
35467,古云,1
35377,令掌,1
30956,尚流,1
29828,掩其,1
29700,分兵取,1
34854,何见谕,1
34837,陈孝起,1
29814,特来作,1
35389,乃主上,1
29703,张鲁遣,1
29699,观从,1
30733,下脚,1
34835,陈孝起乎,1
34697,以伸,1
34862,张苞入,1
30920,形变,1
34849,灼灼,1
30938,千羊,1
30696,百翎,1
35387,常法,1
30922,修行,1
34852,村叟,1
29684,严领,1
30923,相授,1
30925,急流勇退,1
30940,左慈足,1
30714,统遂,1
35475,主有,1
29825,闭其美,1
29686,中教,1
29685,严战,1
29827,善美者,1
30924,我亦久思,1
29701,马急报,1
30939,酒间,1
30697,直贯,1
30716,出至,1
29836,故舍,1
34851,古柏之状,1
30695,吴师,1
35468,兼听则明,1
34836,震大惊,1
34686,吴者,1
34865,壮其志,1
34684,早奏,1
30927,慈时,1
35376,娄候,1
35476,谋能,1
30735,防贼,1
34864,乞为,1
34683,仇深似,1
34834,瑞气,1
30926,取汝之头,1
29694,严曰,1
34687,以践,1
30704,足使,1
34700,稍回,1
34857,意乃索,1
30947,取否,1
30934,伤损,1
30703,携宁手,1
29693,已伏强,1
30727,每路,1
30936,转红,1
34853,无识,1
35469,偏听,1
30705,非孤相舍,1
29678,涪水西,1
34702,之誓,1
30945,肝作,1
35461,来击,1
35462,逊若,1
30728,食君,1
30700,令百人,1
35380,孤主,1
29823,西子,1
30707,胆耳,1
34703,轻举,1
35381,制之,1
29819,恐新磨,1
34698,命一,1
30723,令自到,1
30722,垂恩,1
29829,日中则昃,1
30948,墨笔,1
29822,何祸,1
34841,急欲见,1
29681,人传,1
29682,迁动,1
29821,自试,1
29820,试吾之头,1
30949,粉墙,1
30950,上画,1
29680,虽毒,1
34840,推老,1
30724,袭濡须,1
30701,吹笛,1
30725,一路张,1
34843,吝鹤驾,1
29830,月满则亏,1
30721,拜宁,1
35471,可急来,1
30702,权扶起,1
34691,初临,1
35385,参贺,1
29831,制杨松,1
34844,敦请,1
30953,自开,1
30929,命取,1
29698,赞玄德,1
35384,逊至,1
30952,以袍,1
30928,熟睡,1
29834,超无路,1
30718,直立起来,1
34705,阆州,1
35457,亲选,1
29676,所差,1
30954,左慈于,1
29692,出峪,1
34859,画毕,1
35464,恐魏兵,1
34707,暴怒,1
30698,尽说,1
34688,自下,1
34848,方瞳,1
30937,日食,1
30709,权语,1
34861,为信,1
30710,孤有,1
29697,对费观,1
34689,操演,1
34847,鹤发童颜,1
30943,欠少,1
30932,监收,1
29696,严入,1
35379,以内,1
29690,以胜,1
29818,恢笑,1
30720,各救,1
35459,若陆逊,1
29817,试剑,1
34699,统军伐,1
30719,掀翻,1
30951,一条龙,1
29824,毁者,1
35458,八千,1
35474,歇凉,1
34693,衡之职,1
35378,吴王嘱,1
30930,铁钉,1
30944,愿取,1
29815,新磨,1
34858,笔画,1
34838,人言信,1
29695,盖州,1
29719,留亮,1
34708,健儿,1
30800,屯合,1
30871,作礼,1
35436,必移,1
34776,飞腹,1
29740,银甲,1
30799,权只,1
30798,岁贡,1
29783,必诛,1
34741,张南为,1
30872,一肩,1
35414,以吾有,1
30797,许年纳,1
29784,一要,1
35413,托以,1
35412,今蒙主上,1
30873,每担,1
30874,挑过,1
30875,担儿,1
29739,狮盔,1
29738,纵骑,1
29782,依得,1
29781,张鲁闻,1
30808,坚刚,1
30870,脚夫,1
30864,役夫,1
29779,素无信行,1
